id,desempeno_previo,cantidad_proyectos,tamano_equipo,horas_extras,antiguedad,horas_capacitacion,ausencias_injustificadas,llegadas_tarde,salidas_tempranas,rendimiento_futuro,Riesgo de rotacion,Riesgo de despido,Riesgo de renuncia
64,9,4,10,3,0,13,12,13,9,8.8,medio,medio,alto
65,9,2,1,11,3,7,6,25,12,9.1,medio,medio,alto
66,4,4,9,7,0,17,5,25,13,5.6,alto,alto,alto
67,6,7,11,2,0,23,3,0,12,8.6,bajo,bajo,medio
68,5,3,7,10,0,17,10,29,19,6.6,alto,alto,alto
69,4,3,2,5,0,14,5,17,5,5.1,medio,alto,alto
70,8,1,9,11,0,12,15,15,4,7.7,medio,medio,alto
71,7,1,4,0,3,8,7,13,10,4.6,medio,alto,alto
72,6,1,6,3,0,12,9,18,7,4.9,medio,alto,alto
73,8,1,12,11,5,4,9,18,18,6.9,alto,alto,alto
74,7,2,6,2,5,0,1,21,12,5.0,medio,alto,alto
75,7,3,11,8,9,0,0,30,12,6.5,medio,medio,alto
76,7,2,10,15,8,14,0,7,3,8.5,bajo,bajo,medio
77,5,5,5,8,0,11,9,22,9,6.8,alto,alto,alto
78,1,4,9,3,2,6,6,4,20,4.1,medio,alto,alto
79,3,1,6,10,10,7,8,7,20,4.4,medio,alto,alto
80,10,3,4,0,11,16,10,2,2,9.1,bajo,bajo,medio
81,6,6,9,1,2,11,13,8,8,6.6,medio,medio,alto
82,7,5,8,3,7,7,9,18,7,7.6,medio,medio,alto
83,4,4,3,1,0,12,13,27,3,4.6,alto,alto,alto
84,6,5,6,7,6,0,3,8,13,6.6,bajo,bajo,medio
85,6,2,8,5,5,4,7,4,7,5.1,bajo,medio,medio
86,8,2,9,14,5,0,15,12,8,7.6,medio,alto,alto
87,6,5,3,7,7,0,14,23,20,6.9,alto,alto,alto
88,4,6,10,15,0,12,4,24,20,7.1,alto,alto,alto
89,7,6,11,6,10,13,8,23,16,9.1,alto,alto,alto
90,6,4,7,6,2,0,14,14,11,5.6,alto,alto,alto
91,3,6,6,12,3,13,8,1,15,6.4,medio,medio,alto
92,8,4,9,6,12,21,1,18,4,9.6,bajo,bajo,alto
93,5,4,8,12,6,22,4,9,4,8.4,bajo,bajo,medio
94,9,1,14,14,11,0,7,12,17,8.0,medio,medio,alto
95,7,4,4,11,10,16,6,10,17,9.4,medio,medio,alto
96,5,2,10,10,4,8,15,0,2,5.2,bajo,medio,medio
97,6,3,5,10,5,6,4,12,6,6.7,bajo,bajo,medio
98,8,3,2,17,3,8,9,9,16,9.3,medio,medio,alto
99,8,4,6,2,3,8,14,7,16,7.7,medio,alto,alto
100,9,1,8,2,6,11,15,7,11,7.4,medio,medio,alto
101,10,3,5,3,0,24,8,26,5,9.7,medio,medio,alto
102,9,3,10,8,7,24,10,10,13,9.7,medio,medio,alto
103,7,6,3,9,6,13,13,9,10,9.5,medio,medio,alto
104,9,4,8,1,9,4,13,24,0,8.1,medio,medio,alto
105,2,5,1,12,6,2,14,3,4,4.7,medio,alto,alto
106,6,6,4,1,4,14,14,9,4,7.5,medio,medio,alto
107,5,9,1,0,9,6,6,15,2,6.9,medio,medio,alto
108,10,1,6,4,10,6,13,30,8,8.6,alto,alto,alto
109,4,6,13,2,0,13,14,1,1,5.1,bajo,medio,medio
110,5,5,9,11,0,26,4,27,14,8.7,alto,alto,alto
111,5,3,5,4,0,2,7,1,12,4.6,bajo,medio,medio
112,9,1,9,3,3,11,14,23,4,7.4,medio,alto,alto
113,4,1,13,1,4,6,5,26,18,4.1,alto,alto,alto
114,8,4,1,5,1,19,7,22,16,9.3,alto,alto,alto
115,5,1,4,0,1,12,2,3,11,4.2,bajo,medio,medio
116,10,2,11,13,1,17,0,18,3,9.6,bajo,bajo,alto
117,4,4,2,1,6,4,14,27,4,4.5,alto,alto,alto
118,7,5,6,6,0,0,13,23,3,7.0,medio,alto,alto
119,6,4,5,10,8,12,15,16,12,8.2,alto,alto,alto
120,4,6,1,13,7,12,9,25,9,8.1,alto,alto,alto
121,4,3,6,10,4,0,5,28,11,4.6,alto,alto,alto
122,5,4,12,5,5,0,15,3,17,4.8,medio,alto,alto
123,5,4,9,3,8,11,5,16,11,5.6,medio,alto,alto
124,8,1,6,14,4,9,1,13,6,8.2,bajo,bajo,alto
125,8,7,4,10,13,0,3,21,15,9.6,medio,medio,alto
126,5,2,6,2,2,9,12,20,0,4.5,medio,alto,alto
127,4,7,9,14,8,16,9,8,19,8.6,medio,medio,alto
128,8,2,12,2,1,9,8,15,17,6.0,medio,alto,alto
129,4,3,12,6,0,10,15,17,11,4.6,alto,alto,alto
130,4,7,8,8,2,19,7,15,20,7.9,alto,alto,alto
131,5,5,9,5,0,9,3,27,18,5.8,alto,alto,alto
132,7,4,11,4,2,14,15,18,11,7.5,alto,alto,alto
133,3,6,15,10,3,11,7,13,6,5.4,medio,alto,alto
134,10,4,4,6,0,0,8,3,14,9.1,bajo,bajo,alto
135,6,4,9,14,5,0,5,18,9,6.8,medio,medio,alto
136,6,2,11,14,9,15,0,24,20,7.7,alto,alto,alto
137,5,5,7,7,0,13,7,12,19,6.8,medio,alto,alto
138,8,5,12,10,0,5,12,8,0,8.6,bajo,bajo,medio
139,4,2,7,6,3,3,9,22,9,4.3,alto,alto,alto
140,6,2,13,12,8,15,13,5,12,7.2,medio,medio,alto
141,6,5,13,7,2,0,12,23,12,5.8,alto,alto,alto
142,7,2,5,3,6,14,12,28,3,6.9,alto,alto,alto
143,3,4,6,11,5,17,15,13,2,5.8,medio,alto,alto
144,5,3,5,13,5,9,0,3,5,6.5,bajo,bajo,bajo
145,6,4,6,16,6,7,7,8,12,8.1,medio,medio,alto
146,2,3,12,14,3,4,0,11,2,4.2,bajo,medio,medio
147,5,2,1,14,4,14,8,30,19,6.9,alto,alto,alto
148,9,5,5,0,0,14,12,30,8,8.4,alto,alto,alto
149,2,2,5,12,4,5,7,7,14,4.2,medio,alto,alto
150,5,1,10,2,5,2,8,16,15,4.2,alto,alto,alto
151,5,7,5,4,1,15,15,4,9,7.8,medio,alto,alto
152,6,3,5,2,5,0,1,12,7,4.8,bajo,medio,medio
153,8,5,14,9,3,12,8,22,15,9.1,alto,alto,alto
154,9,6,7,9,8,0,13,26,19,9.5,alto,alto,alto
155,7,2,4,0,1,5,4,25,2,4.6,medio,medio,alto
156,4,4,10,2,1,9,1,19,11,4.5,medio,alto,alto
157,6,5,6,3,0,8,2,15,7,6.3,bajo,bajo,medio
158,5,2,6,0,6,11,1,7,3,4.3,bajo,bajo,bajo
159,5,2,5,14,2,3,10,28,7,5.3,alto,alto,alto
160,7,9,8,17,3,11,13,3,1,9.8,bajo,bajo,medio
161,5,3,11,24,5,3,3,1,4,6.1,bajo,bajo,bajo
162,9,3,11,4,2,15,6,5,5,8.8,bajo,bajo,medio
163,9,4,10,8,11,10,9,22,1,9.5,medio,medio,alto
164,8,3,9,19,7,18,2,28,11,9.7,medio,medio,alto
165,7,3,5,2,10,12,0,15,18,7.2,medio,medio,alto
166,5,1,2,4,10,9,8,23,14,4.9,alto,alto,alto
167,5,3,9,9,4,16,7,5,16,6.5,medio,medio,alto
168,6,3,5,9,5,0,5,29,13,5.8,alto,alto,alto
169,8,2,10,8,4,11,0,15,11,7.9,bajo,bajo,medio
170,5,2,11,10,6,0,4,2,14,4.7,bajo,medio,medio
171,6,2,7,14,4,15,12,10,2,7.6,medio,medio,alto
172,2,1,8,8,0,7,8,12,0,4.1,medio,alto,alto
173,6,4,10,5,6,9,0,26,1,6.5,medio,medio,alto
174,5,3,7,16,11,27,10,17,8,9.0,medio,medio,alto
175,7,5,11,10,9,25,6,13,18,9.7,medio,medio,alto
176,5,1,7,6,6,11,6,1,7,4.9,bajo,medio,medio
177,5,6,7,2,0,15,12,5,18,6.5,medio,alto,alto
178,8,3,8,8,1,2,9,8,20,7.3,medio,medio,alto
179,6,7,6,0,9,14,14,14,1,7.4,medio,medio,alto
180,6,3,9,11,5,3,5,25,5,6.2,medio,medio,alto
181,5,2,7,7,12,0,14,27,10,4.8,alto,alto,alto
182,6,6,9,2,6,23,10,16,18,8.6,alto,alto,alto
183,6,6,11,10,0,18,14,3,12,8.9,medio,medio,alto
184,4,2,11,3,4,7,12,19,13,4.3,alto,alto,alto
185,6,6,5,15,0,7,1,26,13,8.7,medio,medio,alto
186,5,6,3,5,6,13,11,26,9,7.7,alto,alto,alto
187,8,3,6,12,4,12,8,28,0,9.1,medio,medio,alto
188,5,7,4,16,3,5,13,5,20,8.5,alto,alto,alto
189,6,1,10,0,2,3,9,26,9,4.2,alto,alto,alto
190,4,5,10,7,1,1,6,0,4,4.7,bajo,medio,medio
191,8,5,6,2,3,4,11,22,14,7.7,alto,alto,alto
192,6,1,7,8,1,1,11,7,15,4.8,medio,alto,alto
193,5,5,7,9,10,13,14,3,11,7.8,medio,medio,alto
194,5,7,6,19,10,0,7,9,8,8.6,medio,medio,alto
195,6,4,4,5,0,20,0,12,9,7.9,bajo,bajo,medio
196,8,7,10,14,6,15,1,24,3,9.8,bajo,bajo,alto
197,8,5,13,8,9,1,5,7,19,8.5,medio,medio,alto
198,7,7,12,6,2,0,0,2,13,7.8,bajo,bajo,medio
199,3,7,6,8,6,2,4,28,9,5.4,alto,alto,alto
200,1,5,8,15,0,24,15,22,19,5.4,alto,alto,alto
201,7,6,5,6,3,28,9,24,10,9.7,alto,alto,alto
202,8,2,6,15,0,1,7,9,7,7.7,bajo,bajo,medio
203,5,3,6,0,4,14,14,9,0,4.6,medio,alto,alto
204,5,1,5,8,1,15,1,14,16,5.3,medio,alto,alto
205,5,5,14,0,3,3,13,18,3,4.3,medio,alto,alto
206,5,1,8,8,0,0,2,13,15,4.3,medio,alto,alto
207,8,2,8,2,2,10,11,15,15,6.5,medio,alto,alto
208,10,5,2,3,5,6,0,22,20,9.6,medio,medio,alto
209,7,1,11,4,6,3,15,15,16,5.0,alto,alto,alto
210,5,2,6,7,5,14,12,25,5,5.7,alto,alto,alto
211,1,3,7,13,5,12,14,22,18,4.3,alto,alto,alto
212,4,7,15,9,9,9,11,18,20,6.8,alto,alto,alto
213,10,3,10,7,9,0,10,19,8,9.0,medio,medio,alto
214,4,3,12,10,3,15,13,19,20,5.4,alto,alto,alto
215,6,4,11,1,1,3,4,28,15,4.8,alto,alto,alto
216,5,1,5,8,6,0,0,1,10,4.5,bajo,bajo,bajo
217,4,6,11,20,9,11,10,25,11,8.1,alto,alto,alto
218,4,5,8,10,4,8,1,21,2,5.9,medio,medio,alto
219,4,4,5,0,6,16,13,23,17,4.6,alto,alto,alto
220,8,6,7,7,0,9,0,24,10,9.2,medio,bajo,alto
221,7,5,8,0,6,2,12,22,20,5.4,alto,alto,alto
222,6,1,9,5,1,0,7,1,5,4.5,bajo,medio,medio
223,7,5,9,10,7,16,1,29,1,9.3,medio,bajo,alto
224,10,4,11,14,9,10,6,17,1,9.8,bajo,bajo,alto
225,8,6,7,1,10,7,7,14,4,8.6,bajo,bajo,alto
226,2,4,3,12,11,29,1,4,16,7.2,medio,medio,alto
227,8,4,2,0,12,4,9,21,6,6.9,medio,medio,alto
228,8,2,7,5,12,2,4,5,18,7.1,bajo,bajo,medio
229,2,1,8,2,8,3,2,20,17,4.0,alto,alto,alto
230,7,2,7,10,11,15,9,5,13,8.5,medio,medio,alto
231,5,4,7,15,4,8,10,19,20,7.0,alto,alto,alto
232,7,6,7,9,6,4,5,19,14,8.7,medio,medio,alto
233,4,3,8,12,8,19,3,28,16,6.7,alto,alto,alto
234,8,5,4,2,14,16,15,7,5,9.4,medio,medio,alto
235,10,3,8,11,6,13,12,19,4,9.7,medio,medio,alto
236,5,6,10,6,0,12,4,3,10,6.8,bajo,bajo,medio
237,7,2,7,7,6,0,11,19,17,5.8,alto,alto,alto
238,3,2,9,6,2,31,3,18,8,5.3,medio,alto,alto
239,7,4,5,8,3,19,7,29,5,9.0,medio,medio,alto
240,7,4,10,1,8,5,14,19,9,6.0,alto,alto,alto
241,8,4,5,9,4,5,4,3,14,8.7,bajo,bajo,medio
242,6,1,7,9,2,12,11,29,8,5.8,alto,alto,alto
243,5,2,8,12,9,9,14,8,11,5.9,medio,alto,alto
244,6,5,10,11,8,22,12,22,17,9.3,alto,alto,alto
245,4,5,6,14,9,8,11,11,15,6.9,alto,alto,alto
246,2,5,11,13,5,10,12,15,0,4.9,medio,alto,alto
247,5,6,1,0,2,18,7,16,6,6.1,medio,medio,alto
248,3,5,7,8,5,9,6,25,11,5.1,alto,alto,alto
249,5,3,7,5,1,5,12,22,19,4.8,alto,alto,alto
250,8,6,1,10,1,1,12,4,9,9.2,bajo,bajo,alto
251,4,4,1,9,3,15,4,10,10,6.4,medio,medio,alto
252,5,6,11,11,6,16,7,28,14,8.4,alto,alto,alto
253,6,8,6,10,6,14,11,13,19,9.5,alto,alto,alto
254,5,4,10,13,0,9,10,8,18,6.3,medio,alto,alto
255,4,3,13,9,5,9,5,17,14,4.9,medio,alto,alto
256,6,2,3,8,8,9,4,10,9,6.6,bajo,bajo,medio
257,5,2,5,11,0,13,1,18,4,5.8,bajo,medio,alto
258,7,4,6,13,0,17,6,16,16,9.1,medio,medio,alto
259,6,2,8,2,6,5,4,20,6,4.8,medio,alto,alto
260,3,7,9,4,3,13,6,20,8,5.5,medio,alto,alto
261,7,5,2,8,5,12,8,10,7,9.1,bajo,bajo,alto
262,6,5,2,14,1,0,6,21,3,7.6,medio,medio,alto
263,7,2,6,9,1,20,7,14,9,8.3,medio,medio,alto
264,7,2,4,9,4,2,13,23,16,6.4,alto,alto,alto
265,7,3,5,9,1,7,10,16,14,7.4,medio,alto,alto
266,8,5,6,15,0,8,9,27,17,9.4,alto,alto,alto
267,4,3,5,9,1,18,6,20,3,5.8,medio,alto,alto
268,7,3,5,15,7,10,15,15,20,8.8,alto,alto,alto
269,8,2,9,5,1,7,7,16,3,6.8,bajo,bajo,medio
270,3,6,1,12,6,18,11,21,20,7.7,alto,alto,alto
271,4,1,6,14,7,14,0,11,7,5.4,bajo,medio,medio
272,6,5,13,14,8,7,6,26,14,8.1,alto,alto,alto
273,10,3,9,5,13,9,5,15,12,9.5,medio,medio,alto
274,5,4,12,1,0,8,7,9,20,4.6,medio,alto,alto
275,10,5,8,13,0,9,1,14,11,9.8,bajo,bajo,alto
276,3,4,6,0,3,21,1,27,4,4.4,medio,alto,alto
277,6,3,11,1,2,11,1,30,19,5.0,alto,alto,alto
278,5,5,5,12,5,13,11,30,15,8.0,alto,alto,alto
279,6,1,7,5,2,12,5,15,4,5.3,bajo,medio,alto
280,2,2,8,1,13,4,15,10,6,4.1,medio,alto,alto
281,4,1,8,8,2,8,6,17,10,4.4,medio,alto,alto
282,4,3,6,8,0,6,11,21,17,4.7,alto,alto,alto
283,7,8,9,0,6,3,13,6,9,7.1,medio,medio,alto
284,7,4,7,14,4,7,7,10,2,8.6,bajo,bajo,medio
285,8,3,9,5,11,6,2,18,5,8.0,bajo,bajo,alto
286,8,4,4,5,7,5,9,1,1,8.4,bajo,bajo,medio
287,7,1,4,9,0,13,0,10,14,7.0,bajo,bajo,medio
288,7,4,4,13,5,9,12,25,17,8.9,alto,alto,alto
289,6,4,7,5,1,10,3,10,9,6.5,bajo,bajo,medio
290,8,8,6,13,12,11,15,16,0,9.9,medio,medio,alto
291,5,9,6,8,9,8,12,25,9,9.0,alto,alto,alto
292,7,2,8,8,9,17,8,3,9,8.2,bajo,bajo,medio
293,4,3,9,2,4,11,9,29,1,4.5,alto,alto,alto
294,9,2,12,5,3,5,0,18,18,7.4,medio,medio,alto
295,4,4,12,8,4,0,13,29,11,4.6,alto,alto,alto
296,7,5,10,9,8,5,9,20,19,8.3,alto,alto,alto
297,8,1,9,2,3,12,9,11,10,6.2,medio,medio,alto
298,10,1,9,0,6,2,13,10,19,5.9,medio,alto,alto
299,3,4,8,4,5,11,15,12,17,4.6,alto,alto,alto
300,3,1,8,7,7,8,7,8,18,4.2,medio,alto,alto
301,3,5,10,11,5,14,9,28,8,5.7,alto,alto,alto
302,6,7,4,13,3,0,7,10,15,8.5,medio,medio,alto
303,7,2,8,10,0,0,11,0,17,5.8,medio,alto,alto
304,6,2,12,0,12,19,10,9,1,5.1,bajo,medio,medio
305,6,7,9,4,3,11,10,18,14,8.1,alto,alto,alto
306,5,2,7,10,6,13,10,18,20,6.0,alto,alto,alto
307,5,4,11,9,8,15,1,25,8,7.1,medio,medio,alto
308,4,1,9,0,0,21,0,17,10,4.2,medio,medio,alto
309,9,5,13,11,9,10,10,5,12,9.7,bajo,bajo,alto
310,5,4,9,6,2,16,9,21,0,6.4,medio,medio,alto
311,4,6,9,6,1,10,0,8,4,5.8,bajo,bajo,medio
312,5,4,12,14,0,21,4,23,18,7.8,alto,alto,alto
313,5,8,9,11,7,4,11,7,17,8.3,medio,medio,alto
314,7,2,10,12,6,2,13,19,17,6.6,alto,alto,alto
315,10,4,7,4,4,11,10,29,1,9.5,medio,medio,alto
316,7,5,4,8,8,6,14,9,17,8.7,medio,medio,alto
317,10,5,8,9,0,6,15,28,16,9.6,alto,alto,alto
318,8,3,9,3,0,3,2,18,5,6.3,bajo,bajo,medio
319,8,4,12,7,9,10,0,19,4,8.8,bajo,bajo,alto
320,7,6,6,6,12,4,8,14,17,8.8,medio,medio,alto
321,6,4,9,13,7,0,15,22,2,6.8,alto,alto,alto
322,5,2,5,0,5,18,0,28,7,4.6,medio,alto,alto
323,8,5,5,5,0,10,7,10,20,8.8,medio,medio,alto
324,6,2,5,3,6,4,7,14,6,5.0,medio,alto,alto
325,5,5,10,6,10,13,13,20,5,7.1,alto,alto,alto
326,5,1,4,5,9,9,4,24,0,4.9,medio,medio,alto
327,4,1,9,9,10,3,7,4,5,4.4,bajo,medio,medio
328,7,3,6,2,3,9,6,17,13,6.2,medio,medio,alto
329,6,7,3,3,6,19,12,2,0,9.1,bajo,bajo,medio
330,5,1,6,2,0,3,12,12,17,4.2,alto,alto,alto
331,6,1,11,8,1,0,8,30,17,4.6,alto,alto,alto
332,5,2,7,2,3,8,8,28,17,4.5,alto,alto,alto
333,6,3,5,20,4,24,4,24,15,9.4,alto,alto,alto
334,6,3,7,7,0,1,13,11,1,5.3,medio,alto,alto
335,7,6,3,11,4,11,3,27,6,9.4,medio,medio,alto
336,6,8,5,0,7,0,7,5,2,6.1,bajo,bajo,medio
337,5,4,6,6,12,23,11,1,17,8.2,medio,medio,alto
338,3,2,10,8,10,11,8,28,10,4.5,alto,alto,alto
339,6,3,11,6,5,8,13,8,18,5.9,alto,alto,alto
340,2,3,7,9,7,7,7,29,18,4.3,alto,alto,alto
341,9,2,5,0,3,0,4,15,18,5.4,medio,alto,alto
342,5,2,13,15,4,11,0,16,12,5.8,medio,medio,alto
343,7,1,9,5,0,0,12,26,18,4.8,alto,alto,alto
344,5,1,9,14,8,18,9,26,2,6.5,medio,medio,alto
345,8,6,9,19,0,21,3,25,4,9.9,medio,bajo,alto
346,4,5,2,0,0,9,0,0,9,4.4,bajo,bajo,bajo
347,10,2,6,0,0,13,3,9,9,7.6,bajo,bajo,medio
348,9,4,5,6,0,19,14,4,10,9.6,medio,medio,alto
349,6,6,4,5,10,10,4,6,18,8.5,medio,medio,alto
350,8,3,6,16,0,0,12,8,8,8.2,medio,medio,alto
351,7,2,3,3,5,13,14,24,17,6.8,alto,alto,alto
352,5,4,6,12,8,2,15,24,4,6.2,alto,alto,alto
353,5,4,3,6,12,15,13,14,6,7.5,medio,alto,alto
354,2,7,5,7,2,7,2,12,7,4.9,medio,medio,alto
355,7,5,8,9,6,10,9,30,16,8.8,alto,alto,alto
356,5,1,5,9,11,13,11,30,5,5.8,alto,alto,alto
357,7,4,6,9,8,15,6,6,3,9.0,bajo,bajo,medio
358,6,1,3,11,6,10,6,2,12,6.4,bajo,bajo,medio
359,7,5,10,9,0,17,13,0,0,9.0,bajo,bajo,medio
360,5,3,9,0,4,19,15,26,8,4.7,alto,alto,alto
361,8,4,9,8,4,2,6,29,8,8.0,medio,medio,alto
362,4,3,10,24,5,3,4,29,4,5.4,medio,alto,alto
363,4,2,4,5,0,6,8,1,7,4.4,bajo,medio,medio
364,6,4,11,5,7,0,9,3,6,5.5,bajo,medio,medio
365,8,2,7,11,1,8,9,18,1,8.0,medio,medio,alto
366,10,6,4,8,5,20,14,10,5,9.9,medio,medio,alto
367,10,6,8,0,8,19,11,9,6,9.7,bajo,bajo,alto
368,5,3,6,6,9,2,6,10,4,5.1,bajo,medio,medio
369,7,1,11,7,1,2,7,9,11,5.1,medio,alto,alto
370,9,2,4,3,6,17,15,16,18,9.0,alto,alto,alto
371,6,4,7,15,6,10,0,16,10,8.3,bajo,bajo,alto
372,8,7,7,12,0,16,2,0,10,9.8,bajo,bajo,medio
373,9,4,13,3,3,11,11,27,7,8.6,alto,alto,alto
374,7,2,6,10,5,14,15,15,7,8.0,medio,medio,alto
375,5,4,11,4,0,5,13,24,1,4.8,alto,alto,alto
376,2,8,5,15,4,13,15,11,14,7.1,alto,alto,alto
377,7,4,11,6,4,1,11,11,4,6.4,medio,medio,alto
378,6,4,8,10,2,21,10,0,10,8.6,bajo,bajo,medio
379,9,1,11,2,3,13,11,16,18,7.2,alto,alto,alto
380,6,2,8,7,12,0,14,28,3,5.4,alto,alto,alto
381,8,5,10,14,7,0,3,16,2,9.0,bajo,bajo,alto
382,8,5,3,6,13,4,12,19,1,9.2,medio,medio,alto
383,5,4,7,16,6,3,1,26,14,6.6,medio,medio,alto
384,8,4,5,14,3,21,10,14,5,9.7,medio,medio,alto
385,8,5,9,13,2,27,11,7,2,9.8,bajo,bajo,medio
386,7,1,6,6,4,15,3,19,14,6.9,medio,medio,alto
387,5,4,5,10,5,3,10,9,11,5.9,medio,alto,alto
388,4,2,8,0,5,5,14,7,7,4.1,medio,alto,alto
389,6,5,7,1,8,11,6,13,8,6.6,medio,medio,alto
390,9,2,11,11,3,20,10,11,19,9.5,medio,medio,alto
391,10,5,6,8,1,9,15,22,14,9.7,alto,alto,alto
392,7,7,4,16,10,9,10,17,13,9.7,medio,medio,alto
393,6,1,7,4,8,9,9,28,19,5.2,alto,alto,alto
394,5,4,12,8,0,9,12,16,5,5.6,medio,alto,alto
395,2,4,10,8,3,12,1,9,0,4.4,bajo,bajo,bajo
396,5,1,4,9,6,7,5,16,11,5.0,medio,alto,alto
397,5,6,5,3,1,0,6,13,12,5.3,medio,alto,alto
398,5,3,7,2,4,4,10,3,1,4.6,bajo,medio,medio
399,9,7,8,2,8,7,3,5,20,9.5,bajo,bajo,alto
400,8,5,7,14,14,13,6,28,12,9.8,alto,alto,alto
