id,desempeno_previo,cantidad_proyectos,tamano_equipo,horas_extras,antiguedad,horas_capacitacion,ausencias_injustificadas,llegadas_tarde,salidas_tempranas,rendimiento_futuro,rendimiento_futuro_predicho
46,6.71,3,9,1,7,16,7,16,8,8.58,8.207826729797986
47,6.78,4,5,7,1,0,8,10,12,7.76,8.018779235209237
48,6.02,5,9,12,5,6,7,0,5,9.2,8.907010178571431
49,9.25,2,8,15,2,21,15,5,10,9.9,9.827001769480528
50,3.13,6,10,3,1,5,9,30,2,4.78,4.90306998015873
51,8.12,5,5,4,1,4,9,19,9,8.42,8.616546488095242
52,0.0,6,2,4,0,6,4,10,6,4.36,4.35542600829726
53,7.61,6,9,11,6,11,1,22,16,9.56,9.489093098845599
54,7.33,5,8,5,13,15,0,4,8,9.79,9.588022539682544
55,7.31,1,7,13,0,10,11,1,11,9.41,9.366552299783553
56,6.2,4,5,10,0,5,11,17,0,8.3,8.295539796176046
57,0.0,5,6,0,0,1,1,25,18,4.04,4.154509291125541
58,9.3,4,9,0,8,4,15,25,16,6.98,7.498701964285715
59,4.58,4,7,0,0,0,3,20,17,4.48,5.348067438672442
60,7.68,2,6,15,5,12,13,25,20,9.17,9.209295496031748
61,7.83,2,6,5,7,16,8,19,8,9.49,9.477639435425687
62,8.37,2,6,10,6,6,13,9,13,9.33,9.41818615079365
63,5.85,5,7,0,0,5,6,1,9,5.98,6.168045845959597
64,7.31,5,4,5,15,4,0,22,7,9.31,9.123286921411923
65,8.78,6,2,8,4,11,15,0,13,9.55,9.585440514069262
66,9.2,5,6,7,9,5,14,26,19,8.94,9.04564180555555
67,7.41,5,3,0,0,11,4,20,15,7.08,7.694172215007221
68,0.0,3,5,9,0,7,2,10,13,4.59,4.639894202741704
69,5.45,2,11,6,8,9,9,21,0,8.19,8.016972723665221
70,6.88,4,8,4,11,0,11,8,20,7.3,7.6881337499999916
71,0.0,6,6,10,0,17,7,9,2,5.4,5.139269265873015
72,7.85,1,7,8,7,9,14,18,3,9.27,9.234781369047619
73,9.46,5,5,10,8,15,1,6,0,9.96,9.922532368326118
74,4.08,2,6,10,6,1,2,0,18,7.11,6.989960511433015
75,9.01,3,3,12,0,15,3,2,3,9.92,9.883836067821074
76,9.81,5,13,4,9,16,11,25,8,9.74,9.646840795454548
77,7.47,1,7,12,1,17,7,5,15,9.67,9.650093201659454
78,0.0,4,10,2,0,13,2,22,6,4.38,4.418289262265512
79,6.37,2,11,4,4,12,1,30,0,8.88,8.777730634920644
80,9.34,7,9,2,2,4,3,2,10,9.44,8.942974754689757
81,4.31,1,5,13,6,20,9,27,7,8.63,8.523754841269843
82,0.0,1,7,4,0,4,3,9,20,4.2,4.271796381673883
83,0.0,2,10,5,0,19,1,0,2,5.73,5.256730575396827
84,0.0,7,8,12,0,4,11,15,2,4.45,4.412780436507937
85,8.2,1,6,0,0,2,8,8,0,7.61,7.722838134920637
86,6.0,5,7,3,3,3,6,25,18,6.09,6.431958614718614
87,2.11,2,4,12,4,1,8,30,7,4.88,5.504658154761906
88,5.03,5,5,9,1,1,7,24,19,5.89,6.370945748556998
89,7.1,4,3,7,5,3,15,25,1,7.98,8.137094193722946
90,5.17,2,9,3,6,5,12,11,11,6.18,6.194004821428568
91,6.12,3,6,6,11,14,7,13,2,9.32,9.092574222582975
92,4.36,5,10,0,5,11,1,25,11,5.4,5.820510972222223
93,7.27,5,6,5,0,4,4,7,11,8.65,8.76527423992674
94,7.42,3,5,7,6,9,7,10,11,9.26,9.221142580475084
95,0.0,2,3,6,0,13,14,4,18,4.3,4.332785411255411
96,8.34,2,4,8,2,1,2,9,8,9.43,9.429326726190478
97,0.0,4,9,3,0,0,8,29,12,4.07,4.129428804112555
98,7.07,3,7,0,6,22,14,30,14,7.15,7.382438536324787
99,8.73,8,7,0,4,9,11,21,8,7.86,7.8305157936508
100,4.41,3,7,12,9,0,7,30,17,6.1,6.500666565656566
101,0.0,2,4,4,0,10,6,10,18,4.27,4.301626590909089
102,4.89,3,6,13,7,16,9,19,11,8.74,8.608095853174598
103,2.71,5,4,0,4,21,1,3,15,5.7,5.948240555555552
104,8.19,4,10,7,7,3,9,17,19,8.73,8.788472063492062
105,5.05,4,5,6,2,3,8,10,16,6.34,6.351916278860029
106,6.48,2,7,11,7,13,5,8,8,9.55,9.381282148268404
107,10.0,4,9,7,1,9,15,4,1,9.76,9.698418116883113
108,0.0,4,10,5,0,1,11,10,1,4.21,4.247541381673883
109,4.73,1,2,12,0,11,14,28,0,7.36,7.390787961760463
110,5.43,6,14,11,4,7,11,21,0,8.18,7.993701695526701
111,5.44,5,9,3,0,18,0,5,20,8.4,7.91445438492064
112,7.17,6,12,10,6,22,1,16,12,9.81,9.722979995421243
113,9.35,5,4,7,12,9,10,4,20,9.7,9.567683452380953
114,9.66,3,6,0,8,0,8,30,14,7.47,7.522571746031746
115,0.0,2,10,7,0,17,2,14,11,4.98,4.889902276334777
116,6.39,5,4,12,0,0,10,19,6,7.85,8.112228353174602
117,6.02,2,7,9,7,5,9,0,15,8.47,8.408139682539685
118,6.16,4,6,8,11,6,5,17,19,8.38,8.365465746753246
119,6.98,3,3,0,0,21,14,16,0,7.89,7.60004712759463
120,6.09,4,6,8,2,15,12,21,19,7.91,8.19301794372294
121,0.0,6,7,6,0,9,2,25,5,4.47,4.476449960317459
122,7.3,6,8,1,7,0,12,28,11,6.13,7.030954090909091
123,10.0,1,5,6,8,0,3,17,4,9.73,9.473300486137433
124,7.41,1,10,20,5,27,11,11,20,9.86,9.686774107142856
125,6.72,3,10,11,10,12,9,29,12,9.08,9.028175641923434
126,8.4,1,2,5,8,13,12,5,6,9.62,9.600658330280822
127,7.28,5,3,11,5,12,0,22,18,9.49,9.415073474858477
128,0.0,3,13,3,0,1,5,3,11,4.2,4.229184179292928
129,3.23,4,6,8,10,6,5,25,18,5.75,5.877918327922076
130,5.36,3,13,16,6,2,11,11,15,7.81,7.790730916305919
131,5.2,5,6,15,8,0,7,13,8,8.19,7.97339683261183
132,8.08,7,7,5,6,10,7,5,15,9.38,9.305839891774891
133,8.2,4,6,6,6,22,8,8,5,9.84,9.736580005133755
134,5.73,8,1,9,14,7,15,6,6,8.6,8.448437041847045
135,4.37,2,9,10,1,11,12,19,17,6.42,6.599034752886006
136,6.66,3,5,2,9,6,3,2,5,8.87,8.33240071789322
137,5.05,1,7,0,0,6,3,12,7,5.52,5.793041322150075
138,9.3,4,8,10,2,0,2,14,13,9.58,9.434331943013886
139,0.0,3,8,14,0,3,3,27,4,4.56,4.475925681818181
140,0.0,4,6,4,0,21,12,30,18,4.25,4.363669105339102
141,6.56,5,8,5,9,4,11,6,4,8.49,8.520967658730159
142,6.53,4,2,13,0,6,3,24,14,8.69,8.736159552669557
143,0.0,3,7,13,0,12,10,3,20,4.64,4.736219922438671
144,0.0,5,4,0,0,5,8,3,12,4.08,4.13120365079365
145,7.78,4,9,9,0,23,8,17,14,9.67,9.594506978021986
146,8.05,6,9,15,0,15,4,28,17,9.63,9.555744079392836
147,1.93,2,7,13,4,0,0,4,3,6.38,6.396303367604617
148,8.89,4,10,15,4,4,2,25,19,9.6,9.497879226190474
149,0.0,3,7,9,0,18,3,0,16,5.34,5.1762927644577665
150,1.95,3,5,2,1,12,14,14,13,4.43,4.705714161255408
151,0.0,2,4,3,0,8,13,1,17,4.16,4.291834518398268
152,4.52,2,11,11,3,16,7,27,1,8.48,8.434357525252524
153,9.51,5,8,3,0,20,13,30,0,9.62,9.56050830447331
154,6.57,1,6,5,7,18,8,1,14,9.33,9.167859585830836
155,10.0,6,12,9,0,7,3,30,9,9.72,9.653565160256417
156,6.46,7,4,5,2,10,7,26,17,7.58,7.931575039682546
157,6.03,2,5,7,7,17,0,30,9,9.23,9.011497519841269
158,7.92,8,7,11,4,12,14,0,2,9.69,9.542933371212126
159,0.0,2,5,0,0,14,13,4,17,4.09,4.145243373015873
160,0.0,6,6,8,0,11,14,13,10,4.34,4.425035173160172
161,0.0,5,10,5,0,23,5,21,10,4.88,5.4243612087912085
162,0.0,5,5,11,0,13,5,1,14,5.05,4.93626770021645
163,7.5,6,9,10,5,0,15,30,5,7.96,8.23129619047619
164,0.0,2,10,14,0,3,13,6,19,4.28,4.35739102092352
165,8.65,2,7,19,8,5,3,15,12,9.83,9.703265557081805
166,4.64,1,9,4,0,8,7,1,1,7.42,7.234393611111113
167,5.37,1,7,7,7,9,7,27,2,8.09,7.914963030303029
168,6.41,3,13,12,2,0,12,5,0,8.58,8.470588620129869
169,6.55,3,6,2,1,0,10,26,16,5.52,6.21145079004329
170,7.89,1,7,7,8,4,9,29,12,8.64,8.666063055555558
171,0.0,3,5,8,0,7,3,11,10,4.55,4.551660788239538
172,9.4,4,5,8,4,6,5,10,19,9.61,9.563054722222223
173,6.55,2,8,3,12,1,12,9,11,7.38,7.27526960470085
174,4.66,5,8,6,6,5,0,27,9,7.13,6.9404085904373405
175,9.57,4,9,6,6,1,7,4,20,9.41,9.388127139804636
176,6.77,8,5,1,5,7,7,25,5,7.38,7.46577212301587
177,0.0,7,4,6,0,11,11,9,6,4.43,4.402196628787877
178,8.35,7,10,8,8,29,8,6,3,9.94,9.857301309523818
179,7.81,2,3,6,0,0,12,17,18,7.32,7.975873570734819
180,5.59,3,9,11,5,0,5,21,4,7.98,8.063224617604613
181,2.48,7,10,1,11,10,10,29,3,4.79,5.289523234126981
182,6.06,4,4,2,4,6,1,28,11,7.11,7.144493513431007
183,0.0,5,11,14,0,13,6,21,14,4.77,4.732145795454546
184,9.04,5,13,7,0,17,1,11,7,9.87,9.820162806637809
185,4.36,5,9,8,0,28,5,29,5,8.87,8.280503511904767
186,0.0,5,11,9,0,24,0,23,7,5.86,5.84420486111111
187,0.0,3,10,7,0,5,12,0,10,4.31,4.418052321428573
188,7.05,3,11,8,0,22,15,23,12,9.04,8.984146518620271
189,5.16,1,3,14,4,8,5,30,2,8.52,8.092490461760459
190,7.26,3,5,2,11,6,7,23,8,8.3,8.318493111471863
191,8.16,6,5,0,6,5,0,14,13,8.17,8.267780873015873
192,8.64,5,11,8,3,14,15,13,7,9.56,9.58915180916306
193,7.58,1,10,7,8,4,2,12,11,9.32,9.152022947052949
194,6.47,3,10,16,3,5,14,18,13,8.33,8.368939202741702
195,7.73,4,9,12,2,9,0,29,17,9.39,9.333770284992786
196,4.19,2,7,2,0,19,6,20,4,7.01,7.013015103785107
197,0.0,1,10,6,0,11,6,29,2,4.43,4.44828454184704
198,6.09,2,2,1,9,0,8,8,18,6.07,6.513481547619046
199,6.54,8,12,0,9,0,5,12,1,6.74,6.842633852813856
200,7.63,7,11,9,16,21,7,23,5,9.85,9.721004398656898
201,9.89,3,4,14,4,2,0,1,0,9.94,9.790867828282833
202,7.84,4,9,3,3,21,1,15,5,9.72,9.553709834054832
203,6.14,4,7,9,4,13,10,15,1,9.1,9.007680243294288
204,3.54,4,1,9,0,5,6,1,16,6.22,5.973261726190475
205,0.0,2,5,11,0,12,13,10,9,4.57,4.607029742063491
206,0.0,3,10,3,0,13,8,19,1,4.39,4.396477555916305
207,0.0,4,1,12,0,22,7,12,4,5.9,5.612507916666663
208,5.58,5,7,6,15,4,2,18,6,8.61,8.249319126984132
209,6.42,6,9,11,10,0,5,21,10,8.56,8.547235921717174
210,0.0,5,5,8,0,10,10,24,10,4.31,4.39365537337662
211,0.0,6,2,0,0,13,15,3,10,4.1,4.175369756493506
212,5.38,1,5,4,3,11,13,19,20,6.13,6.59432093253968
213,4.69,3,4,10,5,25,6,14,19,9.0,8.529506369047619
214,0.0,4,8,6,0,2,9,21,1,4.22,4.269828719336221
215,0.0,6,10,12,0,7,3,27,15,4.43,4.518235013458761
216,6.81,3,7,5,12,4,2,7,4,9.28,9.0711948489011
217,7.99,2,9,11,9,14,14,13,19,9.47,9.437494781746032
218,8.29,4,3,5,13,0,9,30,14,8.42,8.615255992063492
219,0.0,6,6,13,0,23,5,26,11,5.47,5.538183173076923
220,5.48,6,2,8,5,22,15,15,18,8.37,8.264183095238089
221,0.0,5,9,7,0,10,9,1,11,4.52,4.545491183261184
222,4.02,1,10,7,0,4,1,16,8,6.6,6.821130994838503
223,4.32,3,2,2,4,13,14,2,20,5.68,6.0912460515873
224,4.17,8,8,9,8,0,13,20,13,5.52,6.041943351370849
225,6.61,4,5,10,2,18,1,13,0,9.75,9.529694186507939
226,0.0,5,6,2,0,21,12,2,17,4.39,4.46400371031746
227,3.13,2,6,3,9,11,7,26,3,5.86,5.682175833333329
228,0.0,4,10,1,0,3,0,6,8,4.22,4.2843664177489185
229,4.52,2,8,7,1,10,5,29,14,6.5,6.638356091269845
230,8.1,3,11,0,6,14,7,4,0,9.16,8.570903028499282
231,6.51,4,10,11,8,14,12,8,0,9.54,9.335992658730165
232,0.0,3,3,13,0,20,9,22,19,4.8,4.817839681013428
233,6.87,2,9,19,7,0,7,12,3,9.43,9.063879375901875
234,7.07,3,15,0,4,1,13,13,5,5.85,6.443735595238094
235,9.93,6,6,3,1,12,3,9,14,9.73,9.685059553597753
236,7.59,4,9,6,4,7,3,19,17,8.9,8.99966896214897
237,3.39,2,8,4,3,0,9,22,16,4.57,5.015292279942276
238,0.0,2,6,15,0,26,7,8,1,7.03,5.90639452380952
239,0.0,4,8,6,0,18,0,10,19,4.89,4.87571977022977
240,1.2,3,6,14,4,18,5,3,0,7.73,6.715220669191915
241,8.34,4,8,0,7,5,0,22,12,8.14,8.208977380952382
242,2.51,1,7,5,6,16,4,15,10,6.45,6.133581230158732
243,3.83,2,9,21,3,0,2,12,5,7.98,7.654180124458872
244,10.0,3,1,11,4,16,14,9,10,9.88,9.829636987734498
245,7.84,3,5,7,7,10,5,25,20,9.08,9.04720463023088
246,5.88,6,4,17,4,13,9,25,8,9.12,8.920929041995585
247,6.84,3,5,5,0,16,2,6,6,9.47,9.338832265512263
248,6.43,4,6,6,0,8,11,1,2,8.65,8.491265306637809
249,5.9,1,8,7,12,7,12,22,7,8.03,8.026440303030299
250,8.37,2,6,10,3,11,5,10,3,9.79,9.769351807081808
251,5.7,2,11,20,3,0,6,19,0,8.87,8.50416442460317
252,9.45,5,11,9,0,15,13,4,10,9.78,9.772017278511719
253,8.68,6,10,4,4,5,15,30,5,8.39,8.846414261016752
254,6.72,5,5,12,2,18,13,1,20,9.3,9.199074884421139
255,6.82,4,7,3,9,14,10,24,0,8.9,8.64424051587302
256,7.29,1,11,5,3,9,9,25,13,8.23,8.516808487762235
257,3.99,4,11,8,1,10,4,19,15,6.66,6.780187505411261
258,7.97,6,7,6,8,4,12,25,7,8.67,8.630666488095242
259,4.05,3,2,12,0,9,3,8,17,7.51,7.23505503066378
260,7.02,6,5,14,4,11,9,4,6,9.61,9.438660075757584
261,6.72,5,7,8,1,11,5,30,19,8.23,8.45681354076479
262,0.0,2,8,5,0,0,2,1,8,4.35,4.380054246031745
263,2.9,3,9,8,10,10,2,6,17,7.02,6.593751403318898
264,4.72,2,8,9,2,9,8,25,8,7.14,7.07299858946609
265,8.75,1,8,16,11,2,1,25,6,9.81,9.670764505494502
266,7.07,3,7,6,0,13,8,23,19,8.31,8.466719493145744
267,5.2,2,4,0,6,4,15,9,2,5.15,5.893578769841272
268,5.64,1,9,9,0,14,0,5,3,9.42,9.070074880952383
269,7.0,2,6,13,5,17,1,25,7,9.74,9.554879386030642
270,6.1,5,8,4,9,0,0,2,1,8.8,8.55132488095238
271,0.0,3,4,11,0,14,9,24,11,4.57,4.577278151154399
272,0.0,1,7,0,0,14,7,26,20,4.07,4.153929255050505
273,10.0,3,5,7,1,11,12,6,10,9.75,9.745047285726727
274,6.98,5,7,9,6,16,1,22,3,9.69,9.624314611499612
275,7.36,4,8,1,4,25,3,26,14,9.22,8.573920391414147
276,7.07,6,3,0,7,17,11,10,15,7.68,7.7864586544011605
277,7.06,4,8,12,3,7,8,22,2,9.22,9.07368372994653
278,0.0,4,1,2,0,4,9,28,15,4.07,4.146763174603177
279,7.58,8,9,9,6,15,0,1,0,9.89,9.76699925324675
280,6.45,1,10,7,4,15,4,25,2,9.27,9.14199566544567
281,3.85,3,7,19,5,15,5,4,7,9.19,8.68760401515152
282,0.0,2,13,6,0,4,6,13,0,4.41,4.366390694444445
283,7.27,2,5,4,8,15,12,30,4,8.88,8.954901620879125
284,8.24,3,9,1,8,3,7,2,0,9.1,8.79062058802309
285,8.25,1,10,7,0,9,9,1,19,9.23,9.273904507575761
286,5.65,1,8,1,7,9,10,15,3,7.03,7.228727480158726
287,4.75,1,11,8,0,8,10,26,16,6.03,6.416502673160171
288,5.69,3,10,6,0,0,15,13,16,5.6,6.496174356060607
289,7.41,5,10,11,6,9,10,12,12,9.31,9.354188450577203
290,0.0,7,11,5,0,15,3,29,7,4.52,4.504181578282828
291,6.79,3,5,0,5,10,5,8,11,7.42,7.543913571428573
292,5.33,4,11,7,6,14,15,19,6,7.83,7.931572229437233
293,6.63,1,4,3,12,0,4,22,20,7.12,7.414298690476183
294,7.91,3,8,4,0,13,15,13,12,8.61,8.856144206349205
295,0.0,4,8,8,0,10,8,0,10,4.65,4.635583405483407
296,3.56,1,2,5,13,6,12,0,17,6.0,6.055784841269841
297,0.0,4,8,9,0,2,10,12,7,4.28,4.302707032828283
298,0.0,3,10,11,0,0,12,30,18,4.1,4.201697480158731
299,6.9,8,11,6,7,12,6,13,19,8.92,8.911172565767567
300,5.61,6,14,2,10,20,6,19,11,8.54,8.147204623015872
301,0.0,1,7,5,0,16,4,22,14,4.48,4.541569908008661
302,4.18,1,11,15,6,8,1,22,14,8.09,7.621872388167385
303,8.58,5,7,3,8,15,4,23,9,9.59,9.574571103896105
304,1.15,6,1,7,10,7,1,15,16,5.13,5.438452589216334
305,5.51,5,4,16,6,2,2,25,12,8.42,8.180418140331886
306,7.44,3,3,14,7,10,6,10,14,9.62,9.518150874819627
307,6.51,2,10,4,0,14,15,7,11,7.99,8.389819345238095
308,5.38,4,3,8,3,5,9,23,9,7.05,7.2353921013708495
309,9.77,1,9,4,0,15,15,1,4,9.73,9.666921544384738
310,7.37,4,9,8,4,13,3,20,12,9.43,9.30109940767566
311,8.94,2,1,7,0,26,5,17,3,9.91,9.828509717088473
312,5.38,4,14,11,7,0,0,18,18,7.78,7.732929080086575
313,7.41,4,8,4,2,27,9,30,20,9.14,9.097786866883116
314,5.88,4,8,6,5,9,14,17,13,7.23,7.4800538924963895
315,5.72,5,6,17,0,17,15,2,1,9.44,9.074997499999998
316,7.52,3,7,7,4,6,8,24,9,8.73,8.792259597069599
317,7.63,3,13,10,10,8,15,5,18,9.14,9.122765910894662
318,0.0,3,7,12,0,5,3,19,15,4.46,4.473386506132755
319,5.88,5,11,13,14,0,15,23,11,7.59,7.839402983405482
320,9.38,5,2,15,12,5,12,19,15,9.72,9.573504655856594
321,7.79,1,7,2,8,0,1,12,13,8.52,8.458198803418803
322,10.0,4,6,5,0,14,12,6,9,9.75,9.726439776707968
323,6.01,3,7,8,5,11,0,0,8,9.45,9.058866037157285
324,6.34,1,9,0,9,18,11,3,9,7.95,8.020137860750362
325,6.96,5,4,7,8,6,3,26,18,8.54,8.590020476190475
326,6.7,2,7,10,4,4,12,24,11,7.9,8.170804464285716
327,7.54,1,8,6,0,12,9,5,5,9.35,9.195207057387057
328,6.38,2,9,14,4,4,5,19,14,8.71,8.71942078081233
329,5.41,6,14,1,12,2,1,12,14,6.77,6.762224761904764
330,0.0,7,5,9,0,6,9,7,17,4.32,4.369317633477632
331,4.76,1,12,6,2,0,9,16,8,5.9,6.233018053751805
332,3.81,4,6,14,7,5,10,16,14,6.69,6.997328780663785
333,8.85,4,11,5,5,4,7,9,7,9.44,9.435885585343769
334,0.0,2,4,7,0,10,7,20,17,4.29,4.357440016233764
335,8.72,6,9,4,0,0,9,0,1,9.17,9.115584446803194
336,10.0,4,2,9,0,9,9,10,6,9.81,9.771445478367417
337,0.0,4,9,11,0,11,0,19,8,5.01,4.880622224025973
338,10.0,4,5,17,6,10,0,20,15,9.93,9.876602255062943
339,9.51,1,4,7,0,9,1,9,11,9.79,9.741243237830183
340,7.19,6,8,3,10,11,0,14,20,9.07,8.945634454295709
341,5.47,6,7,1,6,8,2,10,5,7.61,7.344588888888889
342,0.0,1,9,16,0,12,2,15,19,5.01,4.883573646214898
343,10.0,4,7,10,8,17,2,29,2,9.95,9.876228479437229
344,6.49,1,12,6,8,13,5,18,13,8.99,8.92278309225089
345,0.0,6,13,6,0,13,5,16,16,4.43,4.451740101010099
346,10.0,6,6,9,1,9,9,7,16,9.75,9.746701454197146
347,6.62,5,3,15,10,9,12,5,16,9.29,9.151501833444337
348,5.23,3,11,5,4,4,2,10,17,7.15,7.051139151404152
349,0.0,4,7,6,0,0,11,17,9,4.13,4.167677559523809
350,2.23,1,6,12,6,16,11,12,13,6.48,6.343422301587301
351,5.36,3,10,14,0,9,10,18,18,7.64,7.685832974386724
352,6.86,6,11,2,6,2,13,7,13,6.89,7.061210992063491
353,5.92,5,6,0,4,22,11,3,14,7.44,7.52259377442003
354,9.71,2,8,2,8,0,14,5,20,8.59,8.534157083333335
355,9.43,2,5,10,2,13,3,23,14,9.8,9.804446609319802
356,4.09,3,7,6,5,1,6,1,12,6.32,6.436245084776334
357,9.84,6,10,3,8,12,9,6,6,9.79,9.701556279788218
358,6.5,6,12,11,12,3,9,11,8,8.99,8.797390631100928
359,0.0,5,7,7,0,1,13,6,10,4.18,4.209246639610389
360,6.34,5,7,12,0,8,0,25,16,8.77,8.666753412698412
361,6.65,4,15,12,10,10,6,18,17,9.22,9.128880051337553
362,5.08,5,3,3,4,8,11,4,19,6.23,6.341819265873014
363,8.24,5,13,0,9,8,2,4,18,8.59,8.52684707611833
364,3.59,5,12,8,7,12,3,10,2,8.2,7.836409372294373
365,5.27,1,9,17,0,15,11,25,15,8.33,8.375317485569985
366,7.3,5,6,17,4,9,9,22,11,9.4,9.330079044844044
367,10.0,8,5,3,2,13,14,16,18,9.33,9.472287459441903
368,7.18,1,13,11,6,14,12,0,19,9.41,9.403059400183148
369,0.0,5,6,10,0,10,0,6,12,5.02,4.9301463492063515
370,9.04,6,5,7,2,0,13,20,19,8.31,8.669954826839824
371,0.0,4,8,15,0,14,13,23,19,4.45,4.556749980158731
372,8.7,4,11,14,7,10,2,19,13,9.83,9.786671271367522
373,6.78,1,8,14,4,2,3,12,10,9.19,9.057205808284856
374,0.0,3,4,3,0,21,4,23,16,4.48,4.577905667388165
375,8.82,4,11,0,8,8,2,17,10,8.84,8.579691540404042
376,0.0,3,8,13,0,0,10,14,19,4.2,4.249652638888887
377,6.29,1,8,12,9,15,13,26,20,8.63,8.640207550366297
378,0.0,3,7,10,0,5,7,15,11,4.38,4.425586244588746
379,0.0,2,10,4,0,8,0,28,2,4.41,4.4847369678932125
380,10.0,3,5,15,3,6,4,15,16,9.85,9.800146482779668
381,5.79,3,8,4,9,4,6,4,0,8.49,8.323698611111112
382,0.0,2,11,14,0,10,9,13,14,4.62,4.641077700216452
383,7.82,1,10,3,4,0,1,20,4,8.69,8.76299741133866
384,7.34,2,7,9,3,12,8,23,20,8.85,9.03398059815185
385,6.35,4,7,5,2,4,8,30,2,7.4,7.798194265873025
386,6.44,3,6,4,1,11,2,5,11,8.85,8.631387409812413
387,5.87,3,13,12,7,12,12,26,8,8.6,8.542177804834054
388,4.38,1,5,5,8,5,10,20,20,5.53,5.90965410714285
389,5.31,3,10,3,7,7,3,14,18,7.03,6.976553017399266
390,5.09,1,7,16,3,10,14,7,20,7.86,7.824436845238097
391,7.23,4,3,6,3,13,13,10,16,8.7,8.791001219336215
392,0.0,1,10,6,0,0,15,15,5,4.12,4.170235337301588
393,6.05,1,4,9,0,10,10,26,7,8.01,8.175885331890326
394,6.6,3,3,7,8,8,4,18,9,8.99,8.957854794160092
395,2.8,3,8,4,6,12,9,13,14,5.46,5.630374047619042
396,6.48,3,8,0,4,12,2,29,3,7.29,7.401970654761905
397,0.0,4,8,7,0,8,11,17,0,4.4,4.404812997835496
398,5.17,3,11,7,5,9,9,26,6,7.4,7.481684989177492
399,8.32,5,11,8,5,7,0,12,12,9.65,9.596915600371853
400,5.65,1,8,1,6,14,9,13,19,6.78,6.96944898809524
