id,desempeno_previo,cantidad_proyectos,tamano_equipo,horas_extras,antiguedad,horas_capacitacion,ausencias_injustificadas,llegadas_tarde,salidas_tempranas,rendimiento_futuro,rendimiento_futuro_predicho
319,6,6,4,3,5,13,5,2,1,8.1,7.492309361471862
320,8,5,14,6,5,12,9,1,8,8.9,8.954933459595956
321,7,3,4,7,8,16,0,14,3,8.6,8.4196876984127
322,8,1,5,9,4,25,7,18,13,9.2,9.07049027777778
323,10,3,8,5,6,30,15,22,12,9.9,9.496711634199139
324,5,4,2,3,4,3,1,12,5,5.0,4.932008549783547
325,2,5,7,14,6,17,7,4,5,5.8,5.99231863275613
326,9,2,6,13,2,14,4,3,3,9.4,9.358843091630582
327,6,3,10,7,8,0,2,1,8,5.4,5.759207485569988
328,1,4,3,11,3,9,3,29,18,4.3,4.611227759740262
329,7,4,7,7,0,0,8,27,7,6.5,6.775086507936504
330,8,2,13,1,0,5,6,11,12,5.2,5.4451214285714284
331,5,2,4,2,3,11,15,23,16,4.7,4.572184981684981
332,8,4,11,0,5,0,3,6,0,5.3,6.037895634920638
333,3,4,6,13,6,8,3,24,16,5.2,5.061191665279167
334,4,6,13,11,8,10,14,27,11,6.7,6.427860515873018
335,6,4,5,11,9,15,8,18,19,8.7,8.460887229437233
336,8,8,10,7,14,29,10,0,4,10.0,9.78517463924964
337,9,3,9,11,10,1,5,12,3,8.9,8.724488888888889
338,8,3,12,13,3,0,3,6,2,7.6,7.684789087301583
339,6,4,6,5,6,0,4,27,20,5.7,5.807580555555555
340,6,6,3,3,0,5,10,29,13,6.7,6.591155844155851
341,5,5,6,9,0,18,8,13,20,7.8,7.520944300144298
342,6,8,2,12,5,13,2,27,18,9.6,8.866599095349093
343,6,5,7,8,0,7,7,19,3,7.1,7.286686309523812
344,7,5,11,4,6,0,2,27,14,6.6,6.751041071428567
345,5,5,12,10,0,21,15,6,6,7.8,7.694609523809519
346,5,5,7,2,0,7,12,19,17,5.1,5.156768452380954
347,9,7,11,13,5,9,14,15,12,9.8,9.77866857864357
348,8,2,1,2,9,0,0,1,4,6.3,6.400542857142856
349,8,4,3,3,3,13,4,17,14,8.6,8.535537500000004
350,6,3,2,11,8,20,10,2,6,8.8,8.636361706349206
351,5,5,10,17,3,4,9,13,9,7.0,6.769708928571427
352,4,3,6,11,1,11,3,5,2,5.3,5.290489736652237
353,5,2,6,7,6,0,1,28,6,4.6,4.756129004329006
354,6,5,6,3,1,10,3,29,13,6.6,6.559575811688315
355,7,3,8,0,7,1,4,17,6,4.7,5.340602182539685
356,9,3,7,0,3,5,5,2,4,6.3,6.188143650793651
357,2,5,9,8,12,10,6,12,2,4.8,4.99581691919192
358,10,2,9,11,3,19,3,8,1,9.7,9.589122077922081
359,5,5,9,0,8,14,15,6,1,5.1,5.654238293650791
360,6,2,6,12,8,13,10,10,12,7.4,7.168528084415585
361,6,5,5,8,4,19,9,16,12,8.9,8.660469642857143
362,10,7,4,9,7,9,12,20,14,9.9,9.803368650793654
363,5,3,8,7,15,1,8,0,17,5.3,5.215242261904762
364,6,3,10,3,7,14,14,4,6,6.2,6.36256933621934
365,4,8,3,10,8,16,11,20,10,8.9,8.5681394993895
366,4,5,2,9,7,6,3,15,10,6.1,6.131276136363641
367,4,4,7,10,5,5,9,2,7,5.2,5.31539483988234
368,3,6,10,0,1,25,5,9,14,4.8,5.189886797924297
369,3,4,6,7,2,18,8,20,18,5.2,5.676794480519483
370,4,6,6,1,3,11,6,8,12,5.1,5.027773015873015
371,5,1,10,5,0,10,15,4,19,4.5,4.537316666666664
372,8,1,9,17,5,0,8,20,3,7.3,7.580400000000003
373,7,1,11,11,6,7,13,11,2,6.4,6.597117261904762
374,5,6,6,7,8,23,8,20,9,9.0,8.653581096681096
375,7,1,6,15,0,23,15,4,4,8.7,8.490501569264065
376,7,3,9,10,7,9,5,9,18,7.9,7.736694123931627
377,7,3,9,6,4,0,2,3,5,5.9,6.310802182539682
378,7,3,3,2,3,23,0,14,18,8.2,7.546984310134313
379,6,7,14,6,3,12,0,14,19,8.2,7.720879635642138
380,8,5,6,0,12,14,10,2,19,8.3,8.256796428571427
381,7,3,7,14,4,7,15,27,3,8.1,8.006243131868134
382,6,5,1,10,0,9,0,8,20,8.1,7.84564087301587
383,6,3,1,2,6,17,1,23,20,6.8,6.665036742424243
384,7,3,9,2,6,10,2,0,14,6.3,6.430273214285716
385,9,2,5,11,3,12,10,8,9,9.2,9.16616964285714
386,8,3,3,7,0,0,0,24,19,7.2,7.356832539682533
387,7,4,12,18,5,5,6,16,7,8.5,8.262457918470421
388,4,4,9,4,12,10,3,17,20,5.2,4.9996079365079344
389,9,4,7,16,10,15,11,5,0,9.9,9.814072023809533
390,4,3,8,1,9,25,5,22,6,5.4,5.371340277777779
391,7,4,3,2,5,2,3,29,2,6.3,6.347222420634917
392,7,1,5,11,7,3,12,17,13,6.4,6.49692202380952
393,6,4,8,7,0,12,15,13,13,6.9,6.976095833333333
394,5,5,5,5,2,0,0,11,6,5.2,5.221882756132756
395,4,1,12,16,6,0,0,30,1,4.4,4.621203644966144
396,2,6,10,9,0,15,5,16,18,5.0,5.530917930680428
397,8,4,12,7,8,21,8,16,2,9.5,9.338656998556996
398,7,4,15,15,6,15,10,0,18,9.0,8.78323163780664
399,9,6,3,9,0,11,4,24,13,9.8,9.579831547619037
400,5,4,2,7,2,7,11,25,7,5.9,5.735294498556998
