id,desempeno_previo,cantidad_proyectos,tamano_equipo,horas_extras,antiguedad,horas_capacitacion,ausencias_injustificadas,llegadas_tarde,salidas_tempranas,rendimiento_futuro,rendimiento_futuro_predicho
28,8.74,2,9,14,3,15,2,12,11,9.89,9.859528790445667
29,8.56,3,6,4,0,7,3,3,11,9.44,9.416695689033189
30,6.97,5,9,14,3,17,10,25,7,9.51,9.38782963203463
31,9.16,3,7,8,0,16,9,13,20,9.64,9.619188555194807
32,10.0,5,7,0,3,13,6,22,20,8.87,8.550583392857149
33,6.52,6,5,11,0,19,3,6,0,9.77,9.622239795482296
34,5.12,6,7,1,8,0,3,30,3,5.83,5.993860450937953
35,2.76,4,5,8,2,10,5,13,19,5.72,5.473121061854812
36,4.86,3,9,15,4,1,3,11,12,8.06,7.912396750471745
37,7.15,3,6,11,3,10,10,0,10,9.43,9.400515958485961
38,0.0,6,11,10,0,8,8,23,10,4.39,4.3810455038017535
39,0.0,3,12,8,0,16,10,10,4,4.88,4.912499401154404
40,6.32,1,4,9,4,0,9,23,20,6.85,7.293031924603173
41,6.24,3,8,19,2,10,3,14,6,9.58,9.316386816378063
42,7.21,5,5,4,5,22,1,2,8,9.78,9.652029186507939
43,6.81,4,12,10,6,11,9,26,5,9.13,9.193689502164501
44,3.17,1,4,13,6,0,6,11,6,6.52,6.661882837301586
45,6.39,3,4,5,3,4,13,8,2,7.88,7.834391338383837
46,8.48,1,5,4,3,10,10,2,3,9.53,9.51023839285714
47,0.0,1,4,0,0,0,4,16,18,4.04,4.1016156295093795
48,5.2,5,12,5,9,5,3,19,15,7.31,7.318181126373632
49,4.8,4,15,9,4,17,10,22,17,7.72,7.680058968253974
50,5.6,4,8,11,7,18,1,17,1,9.65,9.504934072871578
51,6.0,1,7,10,0,17,4,30,2,9.21,9.233189543650798
52,7.61,3,5,8,6,9,6,2,0,9.7,9.562884590548343
53,7.47,1,8,0,3,0,5,16,17,6.04,6.42121531746032
54,5.1,2,7,6,6,23,5,16,12,9.02,8.765198115079365
55,10.0,6,15,6,10,14,12,19,11,9.79,9.771312907509154
56,6.58,6,6,10,6,6,14,18,1,8.68,8.66387927641803
57,8.79,4,7,10,2,17,15,30,17,9.38,9.453756989538242
58,0.0,5,7,4,0,12,9,7,0,4.57,4.572080853174605
59,0.0,3,11,9,0,10,14,27,15,4.21,4.241728548534804
60,8.87,3,10,5,7,3,9,24,17,8.79,8.916629673382177
61,9.52,2,6,7,0,7,8,3,18,9.57,9.512329558080806
62,5.0,4,7,11,2,6,13,5,20,6.88,6.937369454434451
63,2.28,5,3,11,3,2,4,17,17,5.14,5.251493006854256
64,7.64,6,6,7,12,7,0,28,10,9.46,9.197269126984121
65,0.0,1,10,14,0,19,9,19,14,5.05,5.085141207403705
66,6.25,2,8,16,3,0,4,0,20,8.79,8.37979994047619
67,0.0,2,9,8,0,5,6,11,14,4.35,4.324058855311357
68,6.13,1,4,0,1,0,13,5,13,4.98,5.320215714285714
69,6.36,2,12,11,9,9,0,15,16,9.35,8.975450793650792
70,8.4,4,12,9,5,13,8,3,9,9.77,9.715193282620152
71,0.0,2,12,2,0,0,8,0,2,4.2,4.215811011904765
72,0.0,4,10,3,0,0,2,6,8,4.24,4.265844345238095
73,5.83,4,8,20,9,8,12,28,16,8.6,8.309833159340666
74,7.32,3,4,0,1,0,12,6,18,5.47,5.989551488095236
75,10.0,8,9,10,0,1,13,1,17,9.49,9.286351015512272
76,3.66,1,5,6,12,3,11,12,12,5.84,6.074878920385166
77,8.76,7,8,2,4,0,3,18,14,8.56,8.61877367063492
78,8.65,3,7,1,3,10,14,25,6,8.33,8.477084981962483
79,0.0,1,6,14,0,0,2,30,8,4.4,4.569123154761902
80,5.97,2,11,6,0,0,14,0,12,6.65,7.0331781593406575
81,8.43,4,8,8,1,3,7,6,1,9.52,9.39247806818182
82,7.85,2,12,9,8,12,0,25,20,9.55,9.342375694444438
83,4.94,5,12,2,4,5,2,15,6,6.81,6.402724329004335
84,8.68,3,14,15,4,10,15,9,12,9.66,9.560769838217338
85,7.37,3,5,8,10,11,14,25,18,8.66,8.79264740079365
86,7.06,4,7,0,7,3,14,16,2,6.27,6.751279047619049
87,0.0,2,6,1,0,5,4,10,6,4.2,4.207245992063494
88,0.0,1,5,4,0,13,5,23,11,4.36,4.373561207958713
89,6.0,3,7,12,5,18,4,7,8,9.64,9.48372211399712
90,7.06,5,10,7,7,10,6,19,20,8.8,8.839505863997115
91,4.54,3,8,10,8,8,8,24,0,7.99,7.895414384920636
92,8.09,3,8,15,7,9,5,14,12,9.75,9.576129569597068
93,8.07,3,11,15,7,22,3,0,12,9.95,9.840912728174603
94,4.51,3,7,7,12,17,1,29,10,8.66,8.43032642857143
95,4.27,2,9,6,3,13,10,9,10,7.19,7.36155729076479
96,2.62,2,11,0,2,0,15,12,15,4.11,4.865272887806634
97,0.0,4,7,0,0,11,2,7,15,4.16,4.339078015873017
98,0.0,7,10,19,0,15,12,14,16,4.95,5.0003127766677755
99,6.95,2,6,8,5,13,8,6,6,9.48,9.427163906926403
100,0.0,4,7,3,0,7,4,22,11,4.21,4.218134285020536
101,0.0,5,4,5,0,13,2,0,14,4.78,4.740728261183263
102,7.41,4,5,0,2,0,3,14,7,6.78,6.823368551587305
103,5.45,3,10,5,7,22,9,23,0,9.06,8.991317976190475
104,5.34,7,12,13,3,9,0,26,10,8.76,8.755249669913418
105,5.13,4,9,0,10,8,3,27,0,6.32,6.318693679653684
106,5.01,5,11,4,5,12,6,21,14,7.15,7.497596037157287
107,6.39,2,9,3,7,8,15,15,16,6.9,7.28367277777778
108,5.45,2,7,6,11,3,15,28,18,5.84,6.390691369047617
109,5.65,9,9,7,6,0,5,2,17,7.57,7.57498928113553
110,5.74,5,3,6,8,0,2,18,15,7.42,7.391142912087913
111,8.31,5,5,4,2,15,3,19,13,9.49,9.443841560245316
112,6.09,7,6,10,0,22,4,29,5,9.42,9.362964356060612
113,0.0,5,9,11,0,11,7,11,20,4.53,4.598844662698411
114,8.57,3,10,8,0,8,6,23,10,9.37,9.445561316738816
115,6.39,3,6,0,9,6,13,13,20,5.49,5.57200098665224
116,8.25,5,15,3,11,15,11,19,17,9.21,9.176146866883117
117,3.91,4,2,8,0,9,15,13,15,5.62,6.320473286435787
118,7.57,2,11,8,3,0,14,30,17,7.04,7.685812757936504
119,5.79,5,10,3,2,6,5,6,2,8.02,8.058303793290047
120,5.84,3,9,10,7,16,15,28,18,7.98,8.037126507936513
121,0.0,3,1,5,0,10,1,28,16,4.31,4.363200915750918
122,0.0,1,9,12,0,1,6,24,15,4.25,4.355543318903319
123,8.32,1,8,2,7,12,15,30,19,7.92,8.258887826479077
124,5.49,3,6,0,0,9,11,20,5,5.33,5.723272052669556
125,0.0,1,4,0,0,9,2,1,9,4.2,4.2484475937950945
126,10.0,8,6,10,7,17,2,11,17,9.94,9.89860021284271
127,7.21,6,5,0,6,4,5,19,2,7.28,7.256067956349209
128,10.0,4,6,7,0,2,1,13,1,9.8,9.697618511904764
129,6.18,2,4,10,1,17,14,29,0,8.84,8.844623492063498
130,0.0,6,9,8,0,5,13,15,18,4.17,4.204483432539678
131,6.02,1,8,10,6,7,14,11,20,7.67,7.680761865079367
132,5.28,4,5,6,4,18,5,12,10,8.84,8.82859772727273
133,7.38,4,9,11,0,13,15,23,12,8.84,9.001678100649348
134,8.04,3,9,13,0,21,11,21,0,9.81,9.709015277084028
135,5.8,5,15,1,4,15,10,1,15,7.54,7.073064071067815
136,0.0,4,8,1,0,13,6,17,3,4.3,4.380198602092353
137,7.51,4,10,2,2,24,10,28,8,9.12,8.805722142857148
138,5.83,5,4,4,7,22,8,26,9,8.81,8.829692189754693
139,3.58,7,11,7,4,10,0,15,2,7.79,7.787696071428573
140,7.28,3,9,5,3,1,5,4,13,8.51,8.476888870851372
141,0.0,3,8,13,0,3,11,13,20,4.25,4.421316250000001
142,6.95,5,10,3,8,4,11,4,0,8.62,8.558362972582977
143,6.0,3,10,2,0,6,12,29,9,5.79,6.14888117063492
144,7.6,4,7,1,4,16,11,4,17,8.64,8.506896527777787
145,0.0,6,7,7,0,0,4,14,14,4.23,4.238977509157508
146,8.85,2,8,17,7,14,0,28,8,9.92,9.879331975871356
147,6.61,2,7,17,3,9,9,8,9,9.43,9.293901964285716
148,9.72,3,6,1,11,15,6,6,15,9.74,9.359906349206351
149,7.61,3,6,7,2,19,9,19,3,9.6,9.566837009379508
150,5.07,2,11,11,0,0,1,15,16,7.2,7.3985434523809515
151,0.0,1,12,11,0,11,10,7,14,4.6,4.658256408730159
152,9.95,1,6,3,8,0,15,10,10,9.09,9.088715772005774
153,6.67,5,9,7,4,8,6,12,6,9.0,9.00828080988456
154,9.53,3,9,0,15,1,2,24,7,8.97,8.44222171897547
155,0.0,6,5,7,0,18,13,21,5,4.57,4.509503446969699
156,0.0,2,8,6,0,13,4,5,0,5.1,4.8874264159451695
157,0.0,6,7,5,0,19,15,3,13,4.5,4.710320039682542
158,0.0,2,7,14,0,16,2,17,14,5.35,5.280976388888892
159,7.68,5,5,3,8,0,12,6,16,7.77,7.974387361111111
160,7.37,1,8,11,5,14,6,19,0,9.71,9.626233710317457
161,7.73,5,3,5,0,1,4,28,5,8.34,8.496130773809519
162,3.42,4,4,6,5,17,13,18,16,6.08,6.755297063492065
163,0.0,1,10,10,0,5,10,19,7,4.34,4.356855334387834
164,8.63,3,1,19,4,8,9,25,8,9.74,9.64621632104007
165,4.52,5,3,10,5,0,7,29,3,6.54,6.857989459706958
166,6.72,4,6,0,3,7,4,0,8,7.51,7.489913888888891
167,3.77,1,10,10,9,12,5,10,20,7.6,7.701333730158731
168,5.59,6,6,1,9,0,15,22,5,5.35,5.5211649350649346
169,7.54,4,8,8,2,25,12,6,8,9.75,9.668336703643574
170,0.0,4,7,13,0,0,1,12,12,4.54,4.556088888888886
171,7.45,6,9,14,4,1,14,29,2,8.67,8.576481834415585
172,7.79,7,8,3,0,18,12,16,16,8.79,8.921397398989903
173,4.0,2,7,17,0,0,10,7,13,6.54,6.687031116522364
174,3.18,2,9,5,0,17,2,10,7,7.34,7.182769850288601
175,9.33,6,9,2,0,9,15,5,2,9.27,9.007537925685428
176,0.0,3,9,9,0,0,0,16,13,4.36,4.373991025641025
177,0.0,2,3,11,0,0,1,30,1,4.44,4.461945059523808
178,8.8,4,10,8,3,15,0,7,1,9.91,9.85065910714286
179,8.28,6,7,1,2,0,6,14,20,7.29,7.648877103174607
180,3.97,7,7,9,3,3,0,18,3,7.34,7.2558521428571385
181,6.87,3,6,2,5,4,2,9,13,8.16,8.139579583333335
182,4.77,2,9,12,7,11,14,14,1,8.36,8.22589021825397
183,2.39,1,10,5,4,19,2,2,4,7.7,6.486037629870132
184,0.0,4,7,12,0,12,10,0,20,4.67,4.7299681410256404
185,4.36,4,6,0,3,16,14,0,8,5.63,5.873788769841273
186,0.0,1,1,5,0,7,12,4,18,4.2,4.23574140873016
187,9.4,4,7,5,6,14,12,5,11,9.73,9.701211605200351
188,5.03,3,9,16,9,8,9,18,5,8.8,8.594629920634917
189,9.47,3,11,10,2,0,15,19,17,8.88,9.11940545634921
190,5.67,6,5,12,0,10,1,22,12,8.75,8.734088450577199
191,10.0,5,4,2,6,14,7,21,8,9.7,9.502999402819404
192,8.09,5,4,6,2,7,6,29,14,8.75,8.876090091991342
193,5.98,3,7,0,9,8,8,15,3,6.72,6.590652310606057
194,9.94,5,9,4,11,7,3,15,15,9.74,9.597965084637586
195,8.89,4,9,16,8,3,11,18,20,9.49,9.275086908369413
196,4.31,4,7,0,4,7,6,1,2,5.74,5.880525539321789
197,5.47,5,6,10,14,11,8,12,16,8.83,8.62346037698413
198,0.0,6,9,6,0,7,10,27,11,4.19,4.1963634379509385
199,3.34,5,9,20,8,0,3,13,1,8.06,7.725131349206347
200,5.6,1,10,0,0,22,15,12,13,6.21,6.245547817460318
201,3.62,7,4,6,1,14,9,2,0,7.6,7.577354116161618
202,0.0,1,6,1,0,13,9,0,2,4.4,4.502971765873021
203,0.0,4,8,1,0,13,6,23,14,4.17,4.241797133838384
204,7.39,6,9,5,2,0,3,19,1,8.67,8.654075717615719
205,4.39,5,5,9,0,13,7,29,2,7.55,7.562549330808079
206,8.48,6,6,7,6,15,10,16,20,9.47,9.519114987373735
207,0.0,1,8,9,0,11,8,12,2,4.79,4.614433353174603
208,3.1,4,5,12,1,6,12,5,6,6.3,6.201949743867245
209,4.67,3,6,5,3,3,11,12,13,5.79,6.1037609018759005
210,0.0,4,9,2,0,16,0,11,4,4.78,4.8154801857864395
211,4.84,6,7,7,1,25,11,19,10,8.49,8.379513452380955
212,0.0,2,3,11,0,22,2,30,18,5.08,5.362937498196252
213,4.73,2,9,2,0,0,6,9,14,5.29,5.572081976911976
214,8.9,6,9,4,7,5,1,3,6,9.71,9.623656139832395
215,9.01,5,4,11,0,16,14,28,18,9.45,9.485377961760463
216,0.0,5,10,13,0,6,5,7,11,4.75,4.72515254329004
217,3.12,1,8,9,3,7,14,3,17,5.51,5.548467940115439
218,5.92,2,5,3,0,6,3,1,6,8.14,8.194361004689757
219,4.66,2,7,8,0,15,12,20,4,7.57,7.551867961760464
220,0.0,3,13,12,0,6,3,1,19,4.68,4.643127876984127
221,5.73,4,7,14,7,6,4,3,9,9.27,8.817471933621933
222,9.52,1,6,4,0,0,10,8,12,8.97,9.061933650793652
223,7.03,2,7,3,2,16,10,7,20,8.51,8.655776863275616
224,6.79,4,7,7,3,8,14,26,12,7.64,8.08758287698413
225,0.0,3,3,5,0,0,6,13,0,4.28,4.260137083333334
226,8.84,4,8,6,7,11,0,16,8,9.8,9.784273946608948
227,4.58,7,8,5,5,17,11,16,7,7.68,7.722266993145745
228,4.07,5,15,10,2,13,4,11,4,8.39,8.103661051587306
229,0.0,2,12,9,0,22,4,21,20,4.94,5.269392741702744
230,5.73,1,14,9,2,0,2,26,18,6.95,7.232595337301586
231,0.88,2,8,6,0,21,10,16,13,5.01,4.9581746572871594
232,3.5,1,7,12,11,26,15,0,11,8.97,8.486152023809527
233,8.62,2,9,14,0,7,11,7,8,9.65,9.568122353896106
234,10.0,2,4,12,13,16,12,3,18,9.93,9.85858353507603
235,5.35,2,5,12,10,0,7,14,9,8.07,7.860860780053281
236,0.0,6,2,18,0,5,10,6,3,4.95,4.9010890476190445
237,3.29,2,7,8,0,9,5,1,1,7.39,7.463128495670995
238,6.68,5,9,11,0,12,1,30,0,9.43,9.290998798701299
239,0.0,2,7,8,0,25,10,15,3,5.47,5.70419221681097
240,4.45,1,11,7,7,3,3,17,14,6.79,6.989876364468863
241,4.43,5,12,11,4,12,4,20,17,7.8,7.908101527777781
242,8.11,5,9,10,0,12,12,18,7,9.41,9.495460164141416
243,7.47,3,5,10,4,0,8,1,8,9.14,9.011789965728715
244,0.0,5,7,14,0,17,6,15,19,5.02,5.096891782800532
245,1.35,3,12,3,5,1,2,20,8,4.47,4.689580131535131
246,5.87,1,9,6,7,22,11,24,4,9.09,8.957065912698418
247,0.0,1,7,5,0,0,15,29,4,4.08,4.118097283549786
248,5.19,1,4,10,12,9,11,6,7,8.73,8.452815778388283
249,7.23,7,6,13,11,17,12,3,14,9.73,9.62908580815018
250,6.41,6,11,5,4,15,7,13,3,9.16,9.036983214285708
251,0.0,3,12,10,0,12,3,5,0,5.52,5.1280434199134195
252,0.0,6,8,10,0,17,7,8,16,4.93,4.949082522338773
253,0.0,4,11,0,0,13,5,24,16,4.09,4.214764781746032
254,10.0,8,8,7,0,12,1,24,11,9.82,9.750543603896105
255,7.31,4,2,7,13,11,7,2,0,9.74,9.581237797619048
256,0.0,3,3,9,0,2,10,14,1,4.35,4.32662363705739
257,3.6,5,4,10,4,5,11,18,6,6.15,6.530674122405365
258,7.24,6,10,12,9,7,15,16,13,8.94,8.773752945526697
259,6.19,5,9,4,8,13,10,26,12,7.95,8.141240427489185
260,5.0,5,6,8,4,7,13,22,0,7.25,7.18701052045177
261,4.46,4,5,3,4,5,6,10,18,5.8,6.488860356171607
262,0.0,5,13,13,0,0,7,24,1,4.4,4.436387281746032
263,0.0,3,9,7,0,18,11,26,18,4.35,4.441827781385286
264,0.0,3,6,10,0,0,1,21,11,4.35,4.384767967032966
265,6.27,3,6,1,8,0,14,22,20,5.15,5.456251239177492
266,0.0,6,11,11,0,2,3,25,17,4.28,4.3639017117604615
267,7.86,5,12,1,7,8,4,29,1,8.77,8.513137723665228
268,6.53,1,8,4,12,1,0,0,17,8.71,8.412913474025975
269,6.34,4,4,4,7,17,1,12,2,9.52,9.305165142496396
270,0.0,3,4,9,0,22,3,9,2,6.18,5.801645900072154
271,0.0,2,5,0,0,9,5,25,4,4.11,4.144124880952383
272,0.0,1,12,14,0,17,0,10,19,5.58,5.318251145382398
273,6.18,6,3,20,0,27,14,2,1,9.85,9.412218505799757
274,1.88,5,10,11,0,13,7,29,17,5.12,5.191374594155843
275,5.66,3,8,15,2,1,9,15,1,8.39,8.124060425685427
276,5.63,3,2,3,6,19,7,16,6,8.71,8.712386895743146
277,6.52,4,11,6,5,10,14,27,20,7.12,7.689761210317456
278,3.42,2,5,6,10,19,4,8,6,8.49,8.355333035714288
279,8.25,3,10,14,3,16,13,0,8,9.82,9.770528482142854
280,4.64,6,4,2,0,21,13,27,5,6.59,6.502663948412699
281,1.58,6,6,14,8,16,10,29,12,5.9,5.737556913780664
282,7.47,7,10,7,4,9,6,9,17,9.13,9.149681924603174
283,8.25,6,9,5,6,4,6,29,16,8.59,8.573652361111108
284,6.57,2,3,2,9,17,9,25,12,8.38,8.460528988095245
285,5.1,5,11,11,1,3,11,25,3,6.97,6.902325704434451
286,7.29,5,5,8,3,6,15,3,0,9.07,8.854742864357865
287,4.69,2,13,6,7,0,10,19,12,5.81,6.173052892246641
288,0.0,1,11,4,0,2,6,21,10,4.16,4.191793755272504
289,10.0,5,8,9,0,3,14,24,16,9.15,9.176526130952386
290,9.21,3,12,13,3,12,10,15,18,9.72,9.690632991383623
291,10.0,3,2,3,6,7,3,26,3,9.7,9.552021408730162
292,0.0,1,4,9,0,2,13,27,12,4.13,4.1788967646242625
293,8.19,4,6,4,10,0,8,9,3,9.15,8.990025019841271
294,0.0,2,5,8,0,0,13,20,13,4.12,4.154797924297924
295,8.22,2,5,0,4,5,12,14,6,7.31,7.290132202380953
296,0.0,3,4,4,0,10,0,6,15,4.53,4.446662599206351
297,7.77,3,9,0,1,9,12,28,17,6.0,6.448004722222221
298,0.0,4,2,14,0,1,0,19,1,4.83,4.730076289682536
299,8.13,4,4,9,7,12,4,16,8,9.73,9.682874970931845
300,0.0,7,5,4,0,0,12,26,4,4.1,4.11209803751804
301,6.93,3,2,18,6,0,8,17,10,9.08,8.924041969696974
302,5.11,2,9,0,1,8,9,11,1,5.66,5.753339444444444
303,9.43,1,5,9,1,14,12,0,17,9.76,9.6940177281746
304,6.55,1,7,1,6,19,9,17,6,8.63,8.436817619047623
305,0.0,4,7,11,0,10,5,10,10,4.83,4.729029920634917
306,0.0,7,8,15,0,23,4,6,3,7.0,6.034998571428577
307,0.0,4,12,7,0,7,0,27,9,4.44,4.392358800505049
308,6.76,5,8,12,1,5,7,29,17,8.11,8.114727341269838
309,0.0,2,6,9,0,0,14,23,0,4.19,4.2347106120268645
310,8.25,1,10,5,9,0,2,26,11,8.97,8.849237164224668
311,7.35,5,10,8,0,4,14,4,4,8.72,8.716443679653674
312,8.49,3,9,8,7,11,13,11,11,9.53,9.571679078976572
313,9.82,5,12,10,7,0,2,14,0,9.85,9.708726152597405
314,5.26,1,10,8,1,10,15,17,20,6.39,6.85338661172161
315,0.0,3,5,14,0,8,13,6,0,4.84,4.849356468253966
316,9.08,3,8,10,7,11,3,30,19,9.68,9.655374264069264
317,8.32,2,8,3,0,3,15,11,10,7.91,8.267010496031748
318,0.0,3,5,0,0,18,12,27,5,4.12,4.329831365440114
319,0.0,1,7,17,0,7,2,29,16,4.63,4.681307341269839
320,0.0,2,9,7,0,9,11,11,16,4.28,4.278078597374846
321,0.0,5,6,10,0,0,10,2,18,4.24,4.344960164835166
322,10.0,7,7,3,8,17,2,10,19,9.85,9.718398030303028
323,4.68,2,12,2,5,4,12,17,17,5.08,5.2395414033189045
324,8.76,4,4,3,0,4,11,9,16,8.45,8.69296945165945
325,8.49,6,10,0,3,9,8,26,15,7.35,7.373171735209237
326,4.71,4,10,3,6,7,2,2,0,8.12,7.95902811507937
327,5.99,7,8,10,6,3,12,5,13,8.01,7.560975312881563
328,4.43,4,9,17,1,19,2,5,19,9.22,8.819347936507945
329,5.83,2,6,1,11,17,9,7,3,8.7,7.677582191558438
330,6.53,8,6,0,4,14,9,12,4,7.49,7.5870714484127
331,0.0,4,8,11,0,14,3,17,6,5.19,5.109893181818182
332,5.31,4,6,8,9,23,0,10,5,9.7,9.533968887085143
333,0.0,6,13,3,0,20,3,12,5,4.95,4.999460854978359
334,5.67,1,14,6,3,4,1,15,19,7.46,7.431703035714281
335,9.0,3,10,7,0,18,3,23,16,9.73,9.668738902417026
336,5.23,4,11,10,3,5,6,2,9,8.33,7.941076293290045
337,0.0,2,2,4,0,1,11,3,1,4.23,4.2462250793650815
338,7.16,5,9,0,7,18,14,20,11,7.45,7.406036448412696
339,7.91,5,12,7,5,6,15,22,10,8.53,8.576781568986569
340,7.33,2,5,15,3,18,15,12,2,9.71,9.567188287545786
341,5.89,2,7,11,0,0,12,17,17,6.57,6.9665428220390675
342,2.36,6,9,19,9,4,5,29,13,6.18,6.0407149621212115
343,0.0,6,4,5,0,6,15,16,2,4.2,4.208417525252524
344,9.02,1,11,3,7,15,12,17,1,9.64,9.563157916666672
345,6.77,1,7,12,5,8,1,22,1,9.54,9.244287624458876
346,6.17,2,10,6,11,7,15,28,18,6.87,7.078650357142859
347,5.89,5,7,1,6,6,3,16,19,6.59,6.5339007972582985
348,6.48,4,7,5,6,0,0,20,1,8.54,8.430809543373297
349,6.09,3,14,3,0,23,13,13,3,8.77,8.759763580447332
350,8.69,4,9,12,5,14,9,19,18,9.68,9.679693754370636
351,6.58,3,7,5,5,12,2,30,7,8.86,9.020781497113992
352,0.0,5,3,6,0,17,8,10,20,4.5,4.661505436507938
353,5.01,2,6,8,4,8,5,10,18,7.62,7.635806691919191
354,9.59,4,6,10,4,0,10,1,6,9.69,9.609778793290042
355,3.11,3,10,0,5,11,2,12,15,4.9,5.316673423520922
356,5.18,1,6,16,0,16,0,12,5,9.54,9.22588755952381
357,3.79,5,7,2,5,5,12,10,17,4.89,5.257647177128428
358,5.72,6,7,6,1,5,10,26,2,7.1,7.2722835164835145
359,5.91,7,7,8,7,22,2,29,1,9.58,9.451835454545462
360,0.0,1,11,5,0,0,10,26,19,4.07,4.119546071428572
361,9.74,3,7,13,8,28,13,20,6,9.96,9.868472428404932
362,8.52,6,7,12,8,14,1,18,6,9.89,9.859039897186147
363,6.47,5,7,3,1,13,12,23,1,8.0,8.286489464285717
364,9.7,3,4,5,3,0,9,16,20,8.9,8.98690123015873
365,5.2,1,7,10,0,1,12,17,11,6.34,6.645259712370957
366,6.77,6,1,9,5,4,7,6,19,8.57,8.425786311327562
367,7.13,2,10,4,7,13,4,3,1,9.6,9.47606596306471
368,9.7,4,6,5,1,2,12,9,17,9.04,9.058115178571432
369,5.14,2,7,1,2,8,11,29,1,5.69,5.801984076479078
370,7.19,3,11,11,4,16,0,21,12,9.68,9.54046748563936
371,4.95,3,13,6,10,11,3,12,2,8.85,8.55146523809524
372,5.13,2,3,5,2,17,2,17,19,8.08,8.050221893939392
373,6.12,2,5,2,15,12,11,21,15,7.7,7.420830921717169
374,7.57,7,5,1,2,0,0,2,3,8.64,8.177185853174606
375,9.69,1,8,11,5,17,15,30,11,9.75,9.65945237443112
376,0.0,5,8,11,0,13,8,5,14,4.83,4.823251910866911
377,8.39,2,6,7,5,14,9,6,6,9.73,9.697339196359195
378,7.07,2,7,0,10,11,3,25,1,8.25,7.835935892857144
379,7.27,6,9,4,9,0,10,2,13,8.23,8.35718184343435
380,7.42,1,8,18,3,15,14,4,17,9.62,9.432394871794868
381,0.0,2,5,7,0,5,15,24,2,4.19,4.19902469030969
382,5.93,8,8,10,4,8,4,1,10,9.13,8.944399121572879
383,4.81,4,7,12,2,9,2,0,12,8.8,8.513057224025975
384,6.83,8,8,1,6,13,4,19,16,8.13,8.224738291847041
385,8.48,10,2,0,0,0,13,8,12,6.41,6.708817619047623
386,5.17,6,6,10,1,0,2,16,3,7.84,7.728715946969698
387,2.34,4,7,13,6,5,4,17,12,6.06,5.9928025054112535
388,4.86,3,7,3,7,16,4,1,16,8.24,8.07809228174603
389,4.58,2,12,7,12,8,9,2,8,8.14,8.02555270743146
390,9.27,5,4,8,4,4,5,13,5,9.7,9.678210510323012
391,6.06,4,9,17,0,9,13,27,10,8.32,8.422277003968258
392,7.9,2,9,1,15,0,6,28,6,8.15,8.229425845959595
393,5.05,7,10,0,5,15,9,15,13,5.83,6.1663673611111145
394,2.27,3,9,15,0,1,4,11,5,5.98,5.856577997835494
395,6.47,6,9,0,3,0,14,29,19,4.54,5.352630000000002
396,0.0,2,9,7,0,14,13,13,18,4.32,4.446516904761906
397,8.21,4,9,7,0,4,13,10,6,8.92,8.860965198412696
398,0.0,2,14,2,0,2,11,6,0,4.17,4.223889900793651
399,9.89,7,9,5,14,4,3,27,8,9.74,9.580393719197474
400,6.63,5,5,11,0,5,6,25,16,8.12,8.190514126984127
